Month,Customer,Region,SalesChannel,CustomerSegment,Product,Category,Qty,Price,Cost,CompetitorPrice,PriceIncreaseHistory,PromotionFlag,Revenue,TotalCost,Profit,MarginPct
2025-07,Customer 22,West Indonesia,Modern Trade,Retailer,SKU 03,Beverage,195,49288,37403,53184,5%,N,9611160,7293585,2317575,0.2411
2025-07,Customer 22,West Indonesia,Modern Trade,Retailer,SKU 08,Snack,459,31395,19919,31879,3%,N,14410305,9142821,5267484,0.3655
2025-07,Customer 22,West Indonesia,Modern Trade,Retailer,SKU 09,Dairy,389,25768,17583,27165,8%,N,10023752,6839787,3183965,0.3176
2025-07,Customer 22,West Indonesia,Modern Trade,Retailer,SKU 11,Dairy,1281,9449,7964,8940,8%,Y,12104169,10201884,1902285,0.1572
2025-07,Customer 22,West Indonesia,General Trade,Retailer,SKU 16,Frozen,998,46498,37504,44799,3%,N,46405004,37428992,8976012,0.1934
2025-07,Customer 22,West Indonesia,General Trade,Retailer,SKU 06,Snack,454,23041,14268,24531,5%,N,10460614,6477672,3982942,0.3808
2025-07,Customer 22,West Indonesia,Online,Retailer,SKU 13,Frozen,564,11149,7930,10694,3%,N,6288036,4472520,1815516,0.2887
2025-07,Customer 23,West Indonesia,General Trade,Key Account,SKU 13,Frozen,500,10515,7900,10138,0%,N,5257500,3950000,1307500,0.2487
2025-07,Customer 23,West Indonesia,General Trade,Key Account,SKU 07,Snack,531,47622,30766,43356,3%,Y,25287282,16336746,8950536,0.354
2025-07,Customer 23,West Indonesia,Modern Trade,Key Account,SKU 14,Frozen,136,13215,9758,14013,0%,N,1797240,1327088,470152,0.2616
2025-07,Customer 23,West Indonesia,Modern Trade,Key Account,SKU 15,Frozen,1076,46837,39223,49576,0%,N,50396612,42203948,8192664,0.1626
2025-07,Customer 23,West Indonesia,General Trade,Key Account,SKU 08,Snack,1008,28449,19709,25907,0%,N,28676592,19866672,8809920,0.3072
2025-07,Customer 23,West Indonesia,Modern Trade,Key Account,SKU 16,Frozen,174,50171,34926,51258,3%,N,8729754,6077124,2652630,0.3039
2025-07,Customer 23,West Indonesia,General Trade,Key Account,SKU 04,Beverage,1060,18327,14098,20106,0%,N,19426620,14943880,4482740,0.2308
2025-07,Customer 23,West Indonesia,Modern Trade,Key Account,SKU 01,Beverage,507,24038,16668,26242,3%,N,12187266,8450676,3736590,0.3066
2025-07,Customer 23,West Indonesia,Modern Trade,Key Account,SKU 02,Beverage,1273,8628,7043,8505,8%,N,10983444,8965739,2017705,0.1837
2025-07,Customer 23,West Indonesia,Modern Trade,Key Account,SKU 06,Snack,93,24539,20553,25745,0%,N,2282127,1911429,370698,0.1624
2025-07,Customer 23,West Indonesia,Modern Trade,Key Account,SKU 17,Personal Care,84,25705,17583,27748,0%,N,2159220,1476972,682248,0.316
2025-07,Customer 23,West Indonesia,Online,Key Account,SKU 10,Dairy,154,52954,41742,50791,0%,Y,8154916,6428268,1726648,0.2117
2025-07,Customer 24,East Indonesia,Online,Retailer,SKU 05,Snack,691,13182,10704,13609,3%,N,9108762,7396464,1712298,0.188
2025-07,Customer 24,East Indonesia,Modern Trade,Retailer,SKU 03,Beverage,587,46990,37602,45295,0%,N,27583130,22072374,5510756,0.1998
2025-07,Customer 24,East Indonesia,General Trade,Retailer,SKU 13,Frozen,636,10119,6178,10491,3%,N,6435684,3929208,2506476,0.3895
2025-07,Customer 24,East Indonesia,Online,Retailer,SKU 15,Frozen,1153,43220,35819,39176,3%,N,49832660,41299307,8533353,0.1712
2025-07,Customer 24,East Indonesia,Modern Trade,Retailer,SKU 14,Frozen,465,12653,10670,11972,0%,N,5883645,4961550,922095,0.1567
2025-07,Customer 24,East Indonesia,Modern Trade,Retailer,SKU 11,Dairy,275,10337,7649,10146,8%,N,2842675,2103475,739200,0.26
2025-07,Customer 24,East Indonesia,Modern Trade,Retailer,SKU 08,Snack,919,28433,21123,27986,8%,N,26129927,19412037,6717890,0.2571
2025-07,Customer 24,East Indonesia,Online,Retailer,SKU 09,Dairy,588,24915,19569,26422,8%,N,14650020,11506572,3143448,0.2146
2025-07,Customer 24,East Indonesia,General Trade,Retailer,SKU 07,Snack,216,45776,31233,48178,8%,N,9887616,6746328,3141288,0.3177
2025-07,Customer 24,East Indonesia,General Trade,Retailer,SKU 06,Snack,419,25344,17493,27690,0%,N,10619136,7329567,3289569,0.3098
2025-07,Customer 24,East Indonesia,Modern Trade,Retailer,SKU 04,Beverage,528,20286,14937,19626,8%,N,10711008,7886736,2824272,0.2637
2025-07,Customer 25,West Indonesia,General Trade,Distributor,SKU 16,Frozen,322,48971,32355,52080,0%,N,15768662,10418310,5350352,0.3393
2025-07,Customer 25,West Indonesia,General Trade,Distributor,SKU 15,Frozen,946,42207,29002,46021,0%,N,39927822,27435892,12491930,0.3129
2025-07,Customer 25,West Indonesia,Modern Trade,Distributor,SKU 13,Frozen,370,10729,9112,9851,0%,Y,3969730,3371440,598290,0.1507
2025-07,Customer 25,West Indonesia,Online,Distributor,SKU 17,Personal Care,1110,26975,21155,26019,0%,Y,29942250,23482050,6460200,0.2158
2025-07,Customer 25,West Indonesia,Modern Trade,Distributor,SKU 09,Dairy,350,24786,16976,27056,5%,Y,8675100,5941600,2733500,0.3151
2025-07,Customer 25,West Indonesia,Modern Trade,Distributor,SKU 08,Snack,381,28625,18257,28418,0%,N,10906125,6955917,3950208,0.3622
2025-07,Customer 25,West Indonesia,General Trade,Distributor,SKU 18,Personal Care,100,28129,18893,28630,8%,Y,2812900,1889300,923600,0.3283
2025-07,Customer 25,West Indonesia,Modern Trade,Distributor,SKU 05,Snack,503,15106,12397,15129,0%,N,7598318,6235691,1362627,0.1793
2025-07,Customer 25,West Indonesia,General Trade,Distributor,SKU 01,Beverage,777,24214,20557,25598,0%,N,18814278,15972789,2841489,0.151
2025-07,Customer 26,West Indonesia,Modern Trade,Distributor,SKU 18,Personal Care,521,26810,22145,27782,0%,N,13968010,11537545,2430465,0.174
2025-07,Customer 26,West Indonesia,General Trade,Distributor,SKU 19,Personal Care,1257,38294,31168,40856,0%,N,48135558,39178176,8957382,0.1861
2025-07,Customer 26,West Indonesia,General Trade,Distributor,SKU 11,Dairy,438,10452,8751,9695,0%,N,4577976,3832938,745038,0.1627
2025-07,Customer 26,West Indonesia,Modern Trade,Distributor,SKU 09,Dairy,919,22757,14904,24700,3%,N,20913683,13696776,7216907,0.3451
2025-07,Customer 26,West Indonesia,Online,Distributor,SKU 12,Dairy,371,8397,5942,8433,0%,Y,3115287,2204482,910805,0.2924
2025-07,Customer 26,West Indonesia,Modern Trade,Distributor,SKU 05,Snack,204,14546,10327,14734,0%,N,2967384,2106708,860676,0.29
2025-07,Customer 26,West Indonesia,General Trade,Distributor,SKU 17,Personal Care,1257,27065,16643,26179,3%,N,34020705,20920251,13100454,0.3851
2025-07,Customer 26,West Indonesia,Modern Trade,Distributor,SKU 06,Snack,841,26380,18460,25880,8%,Y,22185580,15524860,6660720,0.3002
2025-07,Customer 26,West Indonesia,General Trade,Distributor,SKU 02,Beverage,452,8783,6464,9184,5%,N,3969916,2921728,1048188,0.264
2025-07,Customer 26,West Indonesia,General Trade,Distributor,SKU 10,Dairy,567,47828,30175,52578,0%,N,27118476,17109225,10009251,0.3691
2025-07,Customer 27,East Indonesia,Modern Trade,Retailer,SKU 03,Beverage,1334,48901,35115,50959,0%,N,65233934,46843410,18390524,0.2819
2025-07,Customer 27,East Indonesia,General Trade,Retailer,SKU 04,Beverage,829,18572,15782,19244,5%,N,15396188,13083278,2312910,0.1502
2025-07,Customer 27,East Indonesia,Online,Retailer,SKU 07,Snack,1216,43171,33085,44771,0%,N,52495936,40231360,12264576,0.2336
2025-07,Customer 27,East Indonesia,General Trade,Retailer,SKU 12,Dairy,408,8143,6143,8568,8%,N,3322344,2506344,816000,0.2456
2025-07,Customer 27,East Indonesia,Online,Retailer,SKU 06,Snack,1104,23714,16268,21580,0%,N,26180256,17959872,8220384,0.314
2025-07,Customer 27,East Indonesia,Online,Retailer,SKU 14,Frozen,384,12846,8411,13030,0%,Y,4932864,3229824,1703040,0.3452
2025-07,Customer 27,East Indonesia,Modern Trade,Retailer,SKU 19,Personal Care,206,35960,22055,34031,3%,N,7407760,4543330,2864430,0.3867
2025-07,Customer 27,East Indonesia,Modern Trade,Retailer,SKU 11,Dairy,486,8926,7318,9696,3%,N,4338036,3556548,781488,0.1801
2025-07,Customer 27,East Indonesia,Modern Trade,Retailer,SKU 17,Personal Care,543,27525,23064,28163,5%,N,14946075,12523752,2422323,0.1621
2025-07,Customer 27,East Indonesia,Modern Trade,Retailer,SKU 20,Personal Care,1108,14000,11521,14628,3%,Y,15512000,12765268,2746732,0.1771
2025-07,Customer 27,East Indonesia,Modern Trade,Retailer,SKU 18,Personal Care,417,26454,20632,27424,0%,N,11031318,8603544,2427774,0.2201
2025-07,Customer 28,Central Indonesia,Modern Trade,Retailer,SKU 13,Frozen,361,9872,6098,9819,0%,N,3563792,2201378,1362414,0.3823
2025-07,Customer 28,Central Indonesia,General Trade,Retailer,SKU 01,Beverage,271,22676,16260,24668,0%,N,6145196,4406460,1738736,0.2829
2025-07,Customer 28,Central Indonesia,Modern Trade,Retailer,SKU 16,Frozen,221,46120,38007,47867,0%,N,10192520,8399547,1792973,0.1759
2025-07,Customer 28,Central Indonesia,Modern Trade,Retailer,SKU 02,Beverage,1087,8958,7495,8609,8%,N,9737346,8147065,1590281,0.1633
2025-07,Customer 28,Central Indonesia,General Trade,Retailer,SKU 04,Beverage,346,20200,16151,20300,5%,N,6989200,5588246,1400954,0.2004
2025-07,Customer 28,Central Indonesia,Modern Trade,Retailer,SKU 17,Personal Care,446,25989,18520,28181,3%,N,11591094,8259920,3331174,0.2874
2025-07,Customer 28,Central Indonesia,Modern Trade,Retailer,SKU 11,Dairy,955,10322,7503,10505,0%,Y,9857510,7165365,2692145,0.2731
2025-07,Customer 28,Central Indonesia,Modern Trade,Retailer,SKU 07,Snack,91,47875,32515,44078,0%,N,4356625,2958865,1397760,0.3208
2025-07,Customer 28,Central Indonesia,General Trade,Retailer,SKU 14,Frozen,1231,14272,8963,14511,0%,Y,17568832,11033453,6535379,0.372
2025-07,Customer 28,Central Indonesia,General Trade,Retailer,SKU 19,Personal Care,535,36063,30569,35106,0%,N,19293705,16354415,2939290,0.1523
2025-07,Customer 28,Central Indonesia,Online,Retailer,SKU 06,Snack,65,26318,18887,24084,0%,Y,1710670,1227655,483015,0.2824
2025-07,Customer 28,Central Indonesia,General Trade,Retailer,SKU 03,Beverage,904,46823,30910,42178,0%,N,42327992,27942640,14385352,0.3399
2025-07,Customer 28,Central Indonesia,Modern Trade,Retailer,SKU 05,Snack,880,14639,10970,14428,0%,N,12882320,9653600,3228720,0.2506
2025-07,Customer 28,Central Indonesia,Modern Trade,Retailer,SKU 15,Frozen,684,49144,39865,50288,0%,N,33614496,27267660,6346836,0.1888
2025-07,Customer 28,Central Indonesia,General Trade,Retailer,SKU 08,Snack,717,27706,19012,28416,8%,N,19865202,13631604,6233598,0.3138
2025-07,Customer 29,West Indonesia,General Trade,Distributor,SKU 10,Dairy,1327,49875,37537,48760,8%,N,66184125,49811599,16372526,0.2474
2025-07,Customer 29,West Indonesia,General Trade,Distributor,SKU 01,Beverage,1187,23632,17131,23471,0%,N,28051184,20334497,7716687,0.2751
2025-07,Customer 29,West Indonesia,Online,Distributor,SKU 16,Frozen,593,49936,34067,46665,0%,N,29612048,20201731,9410317,0.3178
2025-07,Customer 29,West Indonesia,General Trade,Distributor,SKU 09,Dairy,741,24017,17218,23714,0%,N,17796597,12758538,5038059,0.2831
2025-07,Customer 29,West Indonesia,Modern Trade,Distributor,SKU 20,Personal Care,800,14613,9684,14316,0%,Y,11690400,7747200,3943200,0.3373
2025-07,Customer 29,West Indonesia,Modern Trade,Distributor,SKU 04,Beverage,63,18108,11375,19367,8%,Y,1140804,716625,424179,0.3718
2025-07,Customer 29,West Indonesia,General Trade,Distributor,SKU 18,Personal Care,491,26250,16094,28788,0%,N,12888750,7902154,4986596,0.3869
2025-07,Customer 29,West Indonesia,General Trade,Distributor,SKU 17,Personal Care,409,26176,17768,28663,0%,N,10705984,7267112,3438872,0.3212
2025-07,Customer 30,West Indonesia,Modern Trade,Retailer,SKU 04,Beverage,71,18364,14181,18574,5%,N,1303844,1006851,296993,0.2278
2025-07,Customer 30,West Indonesia,General Trade,Retailer,SKU 01,Beverage,1192,24219,15232,24205,3%,Y,28869048,18156544,10712504,0.3711
2025-07,Customer 30,West Indonesia,General Trade,Retailer,SKU 11,Dairy,772,10065,6781,9437,0%,N,7770180,5234932,2535248,0.3263
2025-07,Customer 30,West Indonesia,General Trade,Retailer,SKU 06,Snack,1267,24877,16407,24151,0%,N,31519159,20787669,10731490,0.3405
2025-07,Customer 30,West Indonesia,General Trade,Retailer,SKU 05,Snack,1309,15372,9508,15179,3%,N,20121948,12445972,7675976,0.3815
2025-07,Customer 30,West Indonesia,Modern Trade,Retailer,SKU 03,Beverage,1094,48803,32339,50097,0%,Y,53390482,35378866,18011616,0.3374
2025-07,Customer 30,West Indonesia,General Trade,Retailer,SKU 12,Dairy,520,9022,6288,9809,0%,Y,4691440,3269760,1421680,0.303
2025-07,Customer 30,West Indonesia,General Trade,Retailer,SKU 14,Frozen,919,14006,9352,15326,0%,N,12871514,8594488,4277026,0.3323
2025-07,Customer 30,West Indonesia,Online,Retailer,SKU 15,Frozen,777,44996,28792,49412,5%,N,34961892,22371384,12590508,0.3601
2025-08,Customer 01,East Indonesia,Modern Trade,Retailer,SKU 12,Dairy,244,8232,6174,8895,5%,N,2008608,1506456,502152,0.25
2025-08,Customer 01,East Indonesia,General Trade,Retailer,SKU 04,Beverage,769,19425,14830,20221,0%,Y,14937825,11404270,3533555,0.2366
2025-08,Customer 01,East Indonesia,Modern Trade,Retailer,SKU 09,Dairy,61,22790,14876,23750,8%,N,1390190,907436,482754,0.3473
2025-08,Customer 01,East Indonesia,General Trade,Retailer,SKU 05,Snack,910,15283,12093,14283,0%,N,13907530,11004630,2902900,0.2087
2025-08,Customer 01,East Indonesia,Online,Retailer,SKU 01,Beverage,1215,23080,15405,20990,0%,N,28042200,18717075,9325125,0.3325
2025-08,Customer 01,East Indonesia,General Trade,Retailer,SKU 16,Frozen,930,44155,27767,42128,8%,N,41064150,25823310,15240840,0.3711
2025-08,Customer 01,East Indonesia,Modern Trade,Retailer,SKU 08,Snack,513,30471,22196,31929,8%,N,15631623,11386548,4245075,0.2716
2025-08,Customer 01,East Indonesia,Online,Retailer,SKU 20,Personal Care,395,13983,10859,14779,0%,N,5523285,4289305,1233980,0.2234
2025-08,Customer 01,East Indonesia,General Trade,Retailer,SKU 11,Dairy,849,9472,5886,9165,5%,N,8041728,4997214,3044514,0.3786
2025-08,Customer 01,East Indonesia,Modern Trade,Retailer,SKU 07,Snack,897,46105,32125,49979,3%,N,41356185,28816125,12540060,0.3032
2025-08,Customer 01,East Indonesia,Online,Retailer,SKU 10,Dairy,1057,47221,39061,45040,0%,N,49912597,41287477,8625120,0.1728
2025-08,Customer 01,East Indonesia,General Trade,Retailer,SKU 02,Beverage,632,8501,6622,8260,0%,Y,5372632,4185104,1187528,0.221
2025-08,Customer 01,East Indonesia,Modern Trade,Retailer,SKU 06,Snack,1038,24196,15789,23608,0%,N,25115448,16388982,8726466,0.3475
2025-08,Customer 01,East Indonesia,Online,Retailer,SKU 13,Frozen,506,10372,7576,10587,0%,N,5248232,3833456,1414776,0.2696
2025-08,Customer 01,East Indonesia,Modern Trade,Retailer,SKU 03,Beverage,1322,48173,39468,48193,0%,N,63684706,52176696,11508010,0.1807
2025-08,Customer 02,West Indonesia,General Trade,Key Account,SKU 13,Frozen,817,10046,6415,10548,5%,N,8207582,5241055,2966527,0.3614
2025-08,Customer 02,West Indonesia,General Trade,Key Account,SKU 19,Personal Care,515,39015,27562,36960,3%,N,20092725,14194430,5898295,0.2936
2025-08,Customer 02,West Indonesia,Modern Trade,Key Account,SKU 20,Personal Care,111,15194,9336,14156,0%,N,1686534,1036296,650238,0.3855
2025-08,Customer 02,West Indonesia,General Trade,Key Account,SKU 01,Beverage,1167,25687,20195,24212,0%,Y,29976729,23567565,6409164,0.2138
2025-08,Customer 02,West Indonesia,General Trade,Key Account,SKU 09,Dairy,216,24552,18604,23211,0%,N,5303232,4018464,1284768,0.2423
2025-08,Customer 02,West Indonesia,Modern Trade,Key Account,SKU 14,Frozen,545,13937,11483,13073,8%,Y,7595665,6258235,1337430,0.1761
2025-08,Customer 02,West Indonesia,Modern Trade,Key Account,SKU 15,Frozen,1293,49169,40120,45360,0%,N,63575517,51875160,11700357,0.184
2025-08,Customer 02,West Indonesia,General Trade,Key Account,SKU 17,Personal Care,241,26735,16792,26123,5%,Y,6443135,4046872,2396263,0.3719
2025-08,Customer 02,West Indonesia,General Trade,Key Account,SKU 11,Dairy,1017,9245,6948,8432,8%,N,9402165,7066116,2336049,0.2485
2025-08,Customer 02,West Indonesia,Online,Key Account,SKU 02,Beverage,1006,8561,5269,8242,0%,Y,8612366,5300614,3311752,0.3845
2025-08,Customer 02,West Indonesia,General Trade,Key Account,SKU 18,Personal Care,1203,25740,20371,25356,8%,N,30965220,24506313,6458907,0.2086
2025-08,Customer 02,West Indonesia,General Trade,Key Account,SKU 04,Beverage,659,20535,17316,19282,0%,N,13532565,11411244,2121321,0.1568
2025-08,Customer 02,West Indonesia,Modern Trade,Key Account,SKU 12,Dairy,973,8229,6891,8579,0%,N,8006817,6704943,1301874,0.1626
2025-08,Customer 02,West Indonesia,Modern Trade,Key Account,SKU 16,Frozen,195,48403,39708,46424,0%,N,9438585,7743060,1695525,0.1796
2025-08,Customer 03,East Indonesia,Modern Trade,Retailer,SKU 16,Frozen,1013,48182,35858,49118,0%,N,48808366,36324154,12484212,0.2558
2025-08,Customer 03,East Indonesia,Modern Trade,Retailer,SKU 10,Dairy,328,45582,30863,46733,5%,Y,14950896,10123064,4827832,0.3229
2025-08,Customer 03,East Indonesia,Online,Retailer,SKU 19,Personal Care,624,37135,29936,35650,3%,Y,23172240,18680064,4492176,0.1939
2025-08,Customer 03,East Indonesia,Modern Trade,Retailer,SKU 03,Beverage,658,46652,34848,46298,0%,Y,30697016,22929984,7767032,0.253
2025-08,Customer 03,East Indonesia,Modern Trade,Retailer,SKU 09,Dairy,433,23675,19577,25529,3%,N,10251275,8476841,1774434,0.1731
2025-08,Customer 03,East Indonesia,Online,Retailer,SKU 12,Dairy,584,8931,7462,9522,0%,Y,5215704,4357808,857896,0.1645
2025-08,Customer 03,East Indonesia,Online,Retailer,SKU 17,Personal Care,590,27226,19880,29860,5%,N,16063340,11729200,4334140,0.2698
2025-08,Customer 03,East Indonesia,General Trade,Retailer,SKU 11,Dairy,1143,10226,7814,9372,0%,N,11688318,8931402,2756916,0.2359
2025-08,Customer 03,East Indonesia,Modern Trade,Retailer,SKU 02,Beverage,315,8851,7266,8064,3%,N,2788065,2288790,499275,0.1791
2025-08,Customer 03,East Indonesia,Modern Trade,Retailer,SKU 20,Personal Care,265,13280,11220,13799,8%,N,3519200,2973300,545900,0.1551
2025-08,Customer 03,East Indonesia,General Trade,Retailer,SKU 06,Snack,453,26622,20463,25912,0%,N,12059766,9269739,2790027,0.2314
2025-08,Customer 03,East Indonesia,General Trade,Retailer,SKU 18,Personal Care,556,27608,18002,29037,8%,N,15350048,10009112,5340936,0.3479
2025-08,Customer 03,East Indonesia,Online,Retailer,SKU 07,Snack,1135,44357,28067,40126,0%,N,50345195,31856045,18489150,0.3672
2025-08,Customer 04,West Indonesia,General Trade,Distributor,SKU 06,Snack,1234,24983,15648,27246,0%,Y,30829022,19309632,11519390,0.3737
2025-08,Customer 04,West Indonesia,General Trade,Distributor,SKU 17,Personal Care,596,27209,20652,28564,5%,N,16216564,12308592,3907972,0.241
2025-08,Customer 04,West Indonesia,Modern Trade,Distributor,SKU 14,Frozen,1288,12655,8291,11998,5%,N,16299640,10678808,5620832,0.3448
2025-08,Customer 04,West Indonesia,General Trade,Distributor,SKU 19,Personal Care,329,35415,22861,36229,0%,Y,11651535,7521269,4130266,0.3545
2025-08,Customer 04,West Indonesia,General Trade,Distributor,SKU 04,Beverage,703,20511,14353,19221,0%,N,14419233,10090159,4329074,0.3002
2025-08,Customer 04,West Indonesia,General Trade,Distributor,SKU 01,Beverage,1048,24701,16842,26029,0%,N,25886648,17650416,8236232,0.3182
2025-08,Customer 04,West Indonesia,Online,Distributor,SKU 11,Dairy,66,10271,7764,10030,0%,Y,677886,512424,165462,0.2441
2025-08,Customer 04,West Indonesia,Modern Trade,Distributor,SKU 12,Dairy,989,9160,6882,9207,5%,N,9059240,6806298,2252942,0.2487
2025-08,Customer 04,West Indonesia,Modern Trade,Distributor,SKU 20,Personal Care,491,15357,10384,15966,3%,N,7540287,5098544,2441743,0.3238
2025-08,Customer 05,West Indonesia,Modern Trade,Distributor,SKU 04,Beverage,1164,20105,15387,19855,5%,Y,23402220,17910468,5491752,0.2347
2025-08,Customer 05,West Indonesia,Modern Trade,Distributor,SKU 08,Snack,1101,29175,23655,27600,3%,N,32121675,26044155,6077520,0.1892
2025-08,Customer 05,West Indonesia,Modern Trade,Distributor,SKU 01,Beverage,764,24704,19453,22723,5%,N,18873856,14862092,4011764,0.2126
2025-08,Customer 05,West Indonesia,Online,Distributor,SKU 18,Personal Care,149,29163,21277,28147,3%,Y,4345287,3170273,1175014,0.2704
2025-08,Customer 05,West Indonesia,Modern Trade,Distributor,SKU 16,Frozen,509,45702,30514,45887,5%,N,23262318,15531626,7730692,0.3323
2025-08,Customer 05,West Indonesia,Modern Trade,Distributor,SKU 03,Beverage,1235,47762,33060,48121,0%,N,58986070,40829100,18156970,0.3078
2025-08,Customer 05,West Indonesia,Modern Trade,Distributor,SKU 13,Frozen,1192,10438,7265,10138,5%,N,12442096,8659880,3782216,0.304
